date,state,district,demo_age_5_17,demo_age_17_plus
2025-01-03,Odisha,Sonapur,477,4437
2025-01-03,Odisha,Subarnapur,106,1366
2025-01-03,Odisha,Sundargarh,45,304
2025-01-03,Odisha,Sundergarh,2164,16702
2025-01-03,Puducherry,Karaikal,147,1109
2025-01-03,Puducherry,Puducherry,332,2768
2025-01-03,Punjab,Amritsar,868,13927
2025-01-03,Punjab,Barnala,206,4091
2025-01-03,Punjab,Bathinda,219,5745
2025-01-03,Punjab,Faridkot,132,2753
2025-01-03,Punjab,Fatehgarh Sahib,261,4464
2025-01-03,Punjab,Fazilka,366,6544
2025-01-03,Punjab,Ferozepur,489,7846
2025-01-03,Punjab,Firozpur,14,325
2025-01-03,Punjab,Gurdaspur,678,13549
2025-01-03,Punjab,Hoshiarpur,614,8400
2025-01-03,Punjab,Jalandhar,815,12161
2025-01-03,Punjab,Kapurthala,62,1038
2025-01-03,Punjab,Ludhiana,1538,21750
2025-01-03,Punjab,Malerkotla,259,3960
2025-01-03,Punjab,Mansa,291,6316
2025-01-03,Punjab,Moga,196,3904
2025-01-03,Punjab,Pathankot,169,1831
2025-01-03,Punjab,Patiala,838,14443
2025-01-03,Punjab,Rupnagar,242,2572
2025-01-03,Punjab,SAS Nagar (Mohali),743,9491
2025-01-03,Punjab,Sangrur,383,7918
2025-01-03,Punjab,Shaheed Bhagat Singh Nagar,88,838
2025-01-03,Punjab,Sri Muktsar Sahib,537,7320
2025-01-03,Punjab,Tarn Taran,139,4039
2025-01-03,Rajasthan,Ajmer,2964,40194
2025-01-03,Rajasthan,Alwar,4299,55898
2025-01-03,Rajasthan,Banswara,1056,52902
2025-01-03,Rajasthan,Baran,2233,39435
2025-01-03,Rajasthan,Barmer,3007,56849
2025-01-03,Rajasthan,Bharatpur,2132,41005
2025-01-03,Rajasthan,Bhilwara,1549,43583
2025-01-03,Rajasthan,Bikaner,2307,22668
2025-01-03,Rajasthan,Bundi,1237,21657
2025-01-03,Rajasthan,Chittorgarh,1524,28575
2025-01-03,Rajasthan,Churu,1756,25226
2025-01-03,Rajasthan,Dausa,1503,19405
2025-01-03,Rajasthan,Dholpur,2248,33851
2025-01-03,Rajasthan,Dungarpur,940,60463
2025-01-03,Rajasthan,Ganganagar,1660,27882
2025-01-03,Rajasthan,Hanumangarh,1862,29012
2025-01-03,Rajasthan,Jaipur,5725,52905
2025-01-03,Rajasthan,Jaisalmer,365,4680
2025-01-03,Rajasthan,Jalor,1707,38034
2025-01-03,Rajasthan,Jhalawar,1904,45544
2025-01-03,Rajasthan,Jhunjhunun,1168,15045
2025-01-03,Rajasthan,Jodhpur,3137,56653
2025-01-03,Rajasthan,Karauli,2295,23136
2025-01-03,Rajasthan,Kota,2431,32899
2025-01-03,Rajasthan,Nagaur,2751,43478
2025-01-03,Rajasthan,Pali,1078,24932
2025-01-03,Rajasthan,Pratapgarh,618,17626
2025-01-03,Rajasthan,Rajsamand,1184,16806
2025-01-03,Rajasthan,Sawai Madhopur,1193,14611
2025-01-03,Rajasthan,Sikar,2628,22158
2025-01-03,Rajasthan,Sirohi,769,13048
2025-01-03,Rajasthan,Tonk,1093,16897
2025-01-03,Rajasthan,Udaipur,2318,58055
2025-01-03,Sikkim,East,84,1537
2025-01-03,Sikkim,East Sikkim,107,907
2025-01-03,Sikkim,South,34,1224
2025-01-03,Sikkim,South Sikkim,38,371
2025-01-03,Sikkim,West,34,520
2025-01-03,Sikkim,West Sikkim,75,572
2025-01-03,Tamil Nadu,Ariyalur,511,7097
2025-01-03,Tamil Nadu,Chengalpattu,308,2753
2025-01-03,Tamil Nadu,Chennai,2515,28888
2025-01-03,Tamil Nadu,Coimbatore,1929,24925
2025-01-03,Tamil Nadu,Cuddalore,1129,21316
2025-01-03,Tamil Nadu,Dharmapuri,868,10214
2025-01-03,Tamil Nadu,Dindigul,1276,13938
2025-01-03,Tamil Nadu,Erode,964,15860
2025-01-03,Tamil Nadu,Kallakurichi,360,2296
2025-01-03,Tamil Nadu,Kancheepuram,2708,33707
2025-01-03,Tamil Nadu,Kanniyakumari,1244,11553
2025-01-03,Tamil Nadu,Kanyakumari,1421,5826
2025-01-03,Tamil Nadu,Karur,299,4483
2025-01-03,Tamil Nadu,Krishnagiri,1592,16002
2025-01-03,Tamil Nadu,Madurai,2197,24984
2025-01-03,Tamil Nadu,Mayiladuthurai,78,518
2025-01-03,Tamil Nadu,Nagapattinam,200,3737
2025-01-03,Tamil Nadu,Namakkal,675,8153
2025-01-03,Tamil Nadu,Perambalur,248,2972
2025-01-03,Tamil Nadu,Pudukkottai,782,11725
2025-01-03,Tamil Nadu,Ramanathapuram,765,9136
2025-01-03,Tamil Nadu,Ranipet,22,87
2025-01-03,Tamil Nadu,Salem,2020,25828
2025-01-03,Tamil Nadu,Sivaganga,559,5841
2025-01-03,Tamil Nadu,Tenkasi,356,1933
2025-01-03,Tamil Nadu,Thanjavur,1247,19276
2025-01-03,Tamil Nadu,The Nilgiris,216,2308
2025-01-03,Tamil Nadu,Theni,453,7467
2025-01-03,Tamil Nadu,Thiruvarur,433,6086
2025-01-03,Tamil Nadu,Thoothukkudi,809,8492
2025-01-03,Tamil Nadu,Tiruchirappalli,1393,15845
2025-01-03,Tamil Nadu,Tirunelveli,2343,18957
2025-01-03,Tamil Nadu,Tirupattur,275,1985
2025-01-03,Tamil Nadu,Tiruppur,1481,16831
2025-01-03,Tamil Nadu,Tiruvallur,2896,33401
2025-01-03,Tamil Nadu,Tiruvannamalai,972,15292
2025-01-03,Tamil Nadu,Vellore,1267,17237
2025-01-03,Tamil Nadu,Villupuram,751,6302
2025-01-03,Tamil Nadu,Viluppuram,57,924
2025-01-03,Tamil Nadu,Virudhunagar,954,9015
2025-01-03,Telangana,Adilabad,1388,8140
2025-01-03,Telangana,Bhadradri Kothagudem,1083,7541
2025-01-03,Telangana,Hanumakonda,377,3339
2025-01-03,Telangana,Hyderabad,5726,27917
2025-01-03,Telangana,Jagitial,585,2506
2025-01-03,Telangana,Jangaon,26,32
2025-01-03,Telangana,Jangoan,191,1806
2025-01-03,Telangana,Jayashankar Bhupalpally,369,4758
2025-01-03,Telangana,Jogulamba Gadwal,1940,4634
2025-01-03,Telangana,K.v. Rangareddy,6871,35518
2025-01-03,Telangana,Kamareddy,702,2202
2025-01-03,Telangana,Karimnagar,3095,17598
2025-01-03,Telangana,Khammam,1381,11374
2025-01-03,Telangana,Komaram Bheem,609,4268
2025-01-03,Telangana,Mahabubabad,555,4091
2025-01-03,Telangana,Mahabubnagar,5748,16116
2025-01-03,Telangana,Mancherial,483,3732
2025-01-03,Telangana,Medak,2501,8887
2025-01-03,Telangana,Medchal-malkajgiri,2658,14039
2025-01-03,Telangana,Medchal?malkajgiri,87,257
2025-01-03,Telangana,Mulugu,292,2680
2025-01-03,Telangana,Nagarkurnool,924,3771
2025-01-03,Telangana,Nalgonda,2928,15589
2025-01-03,Telangana,Narayanpet,387,1975
2025-01-03,Telangana,Nirmal,535,2546
2025-01-03,Telangana,Nizamabad,3492,13865
2025-01-03,Telangana,Peddapalli,116,1016
2025-01-03,Telangana,Rajanna Sircilla,323,1869
2025-01-03,Telangana,Rangareddy,139,1291
2025-01-03,Telangana,Sangareddy,1546,5717
2025-01-03,Telangana,Siddipet,995,3196
2025-01-03,Telangana,Suryapet,578,5294
2025-01-03,Telangana,Vikarabad,1011,3576
2025-01-03,Telangana,Wanaparthy,1151,5362
2025-01-03,Telangana,Warangal,1400,4982
2025-01-03,Telangana,Warangal Rural,193,2456
2025-01-03,Telangana,Warangal Urban,536,3682
2025-01-03,Telangana,Yadadri.,869,11043
2025-01-03,Tripura,Dhalai,228,3409
2025-01-03,Tripura,Gomati,428,3433
2025-01-03,Tripura,Khowai,58,825
2025-01-03,Tripura,North Tripura,339,3878
2025-01-03,Tripura,Sepahijala,201,3875
2025-01-03,Tripura,South Tripura,551,9691
2025-01-03,Tripura,Unakoti,170,654
2025-01-03,Tripura,West Tripura,677,11859
2025-01-03,Uttar Pradesh,Agra,3075,31323
2025-01-03,Uttar Pradesh,Aligarh,3209,43493
2025-01-03,Uttar Pradesh,Allahabad,3797,47781
2025-01-03,Uttar Pradesh,Ambedkar Nagar,1731,19088
2025-01-03,Uttar Pradesh,Amethi,1407,20455
2025-01-03,Uttar Pradesh,Amroha,1126,18090
2025-01-03,Uttar Pradesh,Auraiya,1351,15779
2025-01-03,Uttar Pradesh,Ayodhya,498,4660
2025-01-03,Uttar Pradesh,Azamgarh,3951,43297
2025-01-03,Uttar Pradesh,Baghpat,1142,12118
2025-01-03,Uttar Pradesh,Bahraich,1873,28463
2025-01-03,Uttar Pradesh,Ballia,2357,25254
2025-01-03,Uttar Pradesh,Balrampur,1246,21182
2025-01-03,Uttar Pradesh,Banda,773,16638
2025-01-03,Uttar Pradesh,Bara Banki,1517,27371
2025-01-03,Uttar Pradesh,Bareilly,3507,43031
2025-01-03,Uttar Pradesh,Basti,1761,22039
2025-01-03,Uttar Pradesh,Bhadohi,582,5527
2025-01-03,Uttar Pradesh,Bijnor,2491,32448
2025-01-03,Uttar Pradesh,Budaun,3400,53606
2025-01-03,Uttar Pradesh,Bulandshahr,3371,34208
2025-01-03,Uttar Pradesh,Chandauli,2398,25276
2025-01-03,Uttar Pradesh,Chitrakoot,761,14521
2025-01-03,Uttar Pradesh,Deoria,2215,25099
2025-01-03,Uttar Pradesh,Etah,874,13275
2025-01-03,Uttar Pradesh,Etawah,1007,11345
2025-01-03,Uttar Pradesh,Faizabad,1317,17446
2025-01-03,Uttar Pradesh,Farrukhabad,1094,16456
2025-01-03,Uttar Pradesh,Fatehpur,1821,32439
2025-01-03,Uttar Pradesh,Firozabad,1230,19481
2025-01-03,Uttar Pradesh,Gautam Buddha Nagar,2558,21789
2025-01-03,Uttar Pradesh,Ghaziabad,4532,48594
2025-01-03,Uttar Pradesh,Ghazipur,4225,38708
2025-01-03,Uttar Pradesh,Gonda,2309,40506
2025-01-03,Uttar Pradesh,Gorakhpur,4752,44058
2025-01-03,Uttar Pradesh,Hamirpur,514,10597
2025-01-03,Uttar Pradesh,Hapur,685,7609
2025-01-03,Uttar Pradesh,Hardoi,2141,39153
2025-01-03,Uttar Pradesh,Hathras,1280,16626
2025-01-03,Uttar Pradesh,Jalaun,736,16339
2025-01-03,Uttar Pradesh,Jaunpur,3692,41667
2025-01-03,Uttar Pradesh,Jhansi,1181,19456
2025-01-03,Uttar Pradesh,Kannauj,1242,15118
2025-01-03,Uttar Pradesh,Kanpur Dehat,1569,23952
2025-01-03,Uttar Pradesh,Kanpur Nagar,2609,34198
2025-01-03,Uttar Pradesh,Kasganj,678,9513
2025-01-03,Uttar Pradesh,Kaushambi,1844,22196
2025-01-03,Uttar Pradesh,Kheri,2781,61663
2025-01-03,Uttar Pradesh,Kushinagar,5081,51097
2025-01-03,Uttar Pradesh,Lalitpur,1009,14542
2025-01-03,Uttar Pradesh,Lucknow,3206,35781
2025-01-03,Uttar Pradesh,Maharajganj,2613,34402
2025-01-03,Uttar Pradesh,Mahoba,326,6632
2025-01-03,Uttar Pradesh,Mainpuri,1453,21141
2025-01-03,Uttar Pradesh,Mathura,2743,33126
2025-01-03,Uttar Pradesh,Mau,2064,21144
2025-01-03,Uttar Pradesh,Meerut,2831,39033
2025-01-03,Uttar Pradesh,Mirzapur,1397,19969
2025-01-03,Uttar Pradesh,Moradabad,2088,25403
2025-01-03,Uttar Pradesh,Muzaffarnagar,2290,25940
2025-01-03,Uttar Pradesh,Pilibhit,2086,30504
2025-01-03,Uttar Pradesh,Pratapgarh,2030,29300
2025-01-03,Uttar Pradesh,Prayagraj,875,7858
2025-01-03,Uttar Pradesh,Rae Bareli,2304,31162
2025-01-03,Uttar Pradesh,Rampur,1831,21967
2025-01-03,Uttar Pradesh,Saharanpur,2099,27065
2025-01-03,Uttar Pradesh,Sambhal,1659,30002
2025-01-03,Uttar Pradesh,Sant Kabir Nagar,2229,27700
2025-01-03,Uttar Pradesh,Sant Ravidas Nagar,904,11113
2025-01-03,Uttar Pradesh,Shahjahanpur,1569,23283
2025-01-03,Uttar Pradesh,Shamli,1257,13567
2025-01-03,Uttar Pradesh,Shrawasti,1216,22076
2025-01-03,Uttar Pradesh,Siddharthnagar,1645,20326
2025-01-03,Uttar Pradesh,Sitapur,2895,52320
2025-01-03,Uttar Pradesh,Sonbhadra,1435,21632
2025-01-03,Uttar Pradesh,Sultanpur,1453,17113
2025-01-03,Uttar Pradesh,Unnao,1779,33548
2025-01-03,Uttar Pradesh,Varanasi,4331,41140
2025-01-03,Uttarakhand,Almora,458,3786
2025-01-03,Uttarakhand,Bageshwar,271,2070
2025-01-03,Uttarakhand,Chamoli,338,4127
2025-01-03,Uttarakhand,Champawat,338,2926
2025-01-03,Uttarakhand,Dehradun,1561,14983
2025-01-03,Uttarakhand,Haridwar,1765,15728
2025-01-03,Uttarakhand,Nainital,720,5685
2025-01-03,Uttarakhand,Pauri Garhwal,214,2593
2025-01-03,Uttarakhand,Pithoragarh,340,3760
2025-01-03,Uttarakhand,Rudraprayag,302,2870
2025-01-03,Uttarakhand,Tehri Garhwal,704,6122
2025-01-03,Uttarakhand,Udham Singh Nagar,2908,23187
2025-01-03,Uttarakhand,Uttarkashi,189,2004
2025-01-03,West Bengal,Alipurduar,207,1965
2025-01-03,West Bengal,Bankura,1471,19145
2025-01-03,West Bengal,Barddhaman,983,18621
2025-01-03,West Bengal,Birbhum,1816,22615
2025-01-03,West Bengal,Cooch Behar,1117,14568
2025-01-03,West Bengal,Dakshin Dinajpur,778,12070
2025-01-03,West Bengal,Darjeeling,548,9625
2025-01-03,West Bengal,Hooghly,1658,30729
2025-01-03,West Bengal,Howrah,1183,21714
2025-01-03,West Bengal,Jalpaiguri,883,19730
2025-01-03,West Bengal,Jhargram,243,1940
2025-01-03,West Bengal,Kalimpong,46,312
2025-01-03,West Bengal,Kolkata,701,19799
2025-01-03,West Bengal,Malda,2616,29728
2025-01-03,West Bengal,Murshidabad,3555,44606
2025-01-03,West Bengal,Nadia,1540,30006
2025-01-03,West Bengal,North 24 Parganas,3445,59814
2025-01-03,West Bengal,Paschim Bardhaman,428,4171
2025-01-03,West Bengal,Paschim Medinipur,2036,27216
2025-01-03,West Bengal,Purba Bardhaman,998,8127
2025-01-03,West Bengal,Purba Medinipur,2240,22512
2025-01-03,West Bengal,Puruliya,1466,18944
2025-01-03,West Bengal,South 24 Parganas,4037,63176
2025-01-03,West Bengal,South Twenty Four Parganas,12,943
2025-01-03,West Bengal,Uttar Dinajpur,1488,22897
2025-01-04,Andhra Pradesh,Ananthapuramu,440,1864
2025-01-04,Andhra Pradesh,Annamayya,314,1706
2025-01-04,Andhra Pradesh,Chittoor,225,1103
2025-01-04,Andhra Pradesh,East Godavari,380,3330
2025-01-04,Andhra Pradesh,Guntur,768,6552
2025-01-04,Andhra Pradesh,Krishna,126,970
2025-01-04,Andhra Pradesh,Kurnool,1814,10590
2025-01-04,Andhra Pradesh,Nandyal,84,474
2025-01-04,Andhra Pradesh,Sri Sathya Sai,138,388
2025-01-04,Andhra Pradesh,Srikakulam,596,2583
2025-01-04,Andhra Pradesh,Visakhapatnam,1034,7788
2025-01-04,Andhra Pradesh,West Godavari,434,2982
2025-01-04,Andhra Pradesh,Y. S. R,346,1852
2025-01-04,Assam,Bongaigaon,348,4007
2025-01-04,Bihar,Bhagalpur,930,4372
2025-01-04,Bihar,Katihar,1274,8724
2025-01-04,Chandigarh,Chandigarh,3917,10968
2025-01-04,Chhattisgarh,Balod,230,1209
2025-01-04,Chhattisgarh,Baloda Bazar,126,3568
2025-01-04,Chhattisgarh,Bastar,400,3246
2025-01-04,Chhattisgarh,Bemetara,270,3214
2025-01-04,Chhattisgarh,Bilaspur,416,5016
2025-01-04,Chhattisgarh,Durg,1119,4996
2025-01-04,Chhattisgarh,Janjgir-champa,280,3518
2025-01-04,Chhattisgarh,Jashpur,160,707
2025-01-04,Chhattisgarh,Korba,250,3620
2025-01-04,Chhattisgarh,Koriya,153,756
2025-01-04,Chhattisgarh,Mahasamund,235,3724
2025-01-04,Chhattisgarh,Raigarh,334,2756
2025-01-04,Chhattisgarh,Raipur,933,9415
2025-01-04,Chhattisgarh,Rajnandgaon,510,5232
2025-01-04,Chhattisgarh,Surguja,833,7328
2025-01-04,Dadra and Nagar Haveli,Dadra and Nagar Haveli,156,966
2025-01-04,Delhi,Central Delhi,1317,12202
2025-01-04,Delhi,East Delhi,6792,32844
2025-01-04,Delhi,North Delhi,2209,16742
2025-01-04,Delhi,North East Delhi,7128,25034
2025-01-04,Delhi,North West Delhi,9362,53618
2025-01-04,Delhi,Shahdara,1027,3864
2025-01-04,Delhi,South Delhi,6371,48988
2025-01-04,Delhi,South West Delhi,4873,32293
2025-01-04,Delhi,West Delhi,6499,41588
2025-01-04,Gujarat,Ahmedabad,2269,19402
2025-01-04,Gujarat,Gandhinagar,512,4636
2025-01-04,Gujarat,Kachchh,818,4824
2025-01-04,Gujarat,Mahesana,310,1636
2025-01-04,Gujarat,Morbi,352,2174
2025-01-04,Gujarat,Narmada,82,370
2025-01-04,Gujarat,Rajkot,584,8057
2025-01-04,Gujarat,Surat,2286,23666
2025-01-04,Gujarat,Valsad,168,464
2025-01-04,Haryana,Ambala,470,2668
2025-01-04,Haryana,Bhiwani,439,2407
2025-01-04,Haryana,Faridabad,3062,16457
2025-01-04,Haryana,Fatehabad,171,1188
2025-01-04,Haryana,Gurgaon,2353,15690
2025-01-04,Haryana,Hisar,664,4564
2025-01-04,Haryana,Jhajjar,469,2115
2025-01-04,Haryana,Jind,634,3782
2025-01-04,Haryana,Kaithal,1160,6602
2025-01-04,Haryana,Karnal,320,2094
2025-01-04,Haryana,Kurukshetra,432,2834
2025-01-04,Haryana,Mahendragarh,347,2148
2025-01-04,Haryana,Mewat,225,2072
2025-01-04,Haryana,Palwal,160,1302
2025-01-04,Haryana,Panchkula,792,2424
2025-01-04,Haryana,Panipat,2078,12268
2025-01-04,Haryana,Rewari,1084,5710
2025-01-04,Haryana,Rohtak,617,2777
2025-01-04,Haryana,Sirsa,624,4337
2025-01-04,Haryana,Sonipat,1942,10449
2025-01-04,Haryana,Yamuna Nagar,706,3956
2025-01-04,Himachal Pradesh,Bilaspur,58,392
2025-01-04,Himachal Pradesh,Hamirpur,28,348
2025-01-04,Himachal Pradesh,Sirmaur,130,253
2025-01-04,Himachal Pradesh,Una,108,541
2025-01-04,Jammu and Kashmir,Anantnag,571,3034
2025-01-04,Jammu and Kashmir,Bandipore,380,2828
2025-01-04,Jammu and Kashmir,Baramula,750,5230
2025-01-04,Jammu and Kashmir,Budgam,1209,2512
2025-01-04,Jammu and Kashmir,Doda,124,958
2025-01-04,Jammu and Kashmir,Ganderbal,160,928
2025-01-04,Jammu and Kashmir,Jammu,154,1214
2025-01-04,Jammu and Kashmir,Kathua,312,2136
2025-01-04,Jammu and Kashmir,Kishtwar,178,632
2025-01-04,Jammu and Kashmir,Kulgam,523,2358
2025-01-04,Jammu and Kashmir,Kupwara,1782,8166
2025-01-04,Jammu and Kashmir,Pulwama,244,1343
2025-01-04,Jammu and Kashmir,Punch,670,3193
2025-01-04,Jammu and Kashmir,Rajouri,166,852
2025-01-04,Jammu and Kashmir,Ramban,288,962
2025-01-04,Jammu and Kashmir,Samba,52,258
2025-01-04,Jammu and Kashmir,Srinagar,138,1214
2025-01-04,Jammu and Kashmir,Udhampur,214,1980
2025-01-04,Jharkhand,Ranchi,606,5520
2025-01-04,Karnataka,Bagalkot,567,1485
2025-01-04,Karnataka,Ballari,116,557
2025-01-04,Karnataka,Bangalore Rural,692,5336
2025-01-04,Karnataka,Belagavi,165,694
2025-01-04,Karnataka,Bengaluru,2886,20115
2025-01-04,Karnataka,Chikkaballapur,614,4058
2025-01-04,Karnataka,Chitradurga,219,1323
2025-01-04,Karnataka,Dakshina Kannada,212,648
2025-01-04,Karnataka,Davangere,198,1020
2025-01-04,Karnataka,Dharwad,1240,4056
2025-01-04,Karnataka,Hassan,228,1326
2025-01-04,Karnataka,Haveri,437,1881
2025-01-04,Karnataka,Kalaburagi,597,2029
2025-01-04,Karnataka,Kolar,382,2226
2025-01-04,Karnataka,Koppal,388,1880
2025-01-04,Karnataka,Mandya,28,282
2025-01-04,Karnataka,Mysuru,507,3128
2025-01-04,Karnataka,Raichur,124,1066
2025-01-04,Karnataka,Ramanagar,96,694
2025-01-04,Karnataka,Shivamogga,118,584
2025-01-04,Karnataka,Tumakuru,331,1465
2025-01-04,Karnataka,Yadgir,374,866
2025-01-04,Madhya Pradesh,Anuppur,695,3094
2025-01-04,Madhya Pradesh,Ashok Nagar,744,4620
2025-01-04,Madhya Pradesh,Balaghat,1622,5319
2025-01-04,Madhya Pradesh,Barwani,1344,9018
2025-01-04,Madhya Pradesh,Betul,726,2602
2025-01-04,Madhya Pradesh,Bhopal,1269,9365
2025-01-04,Madhya Pradesh,Chhatarpur,510,2342
2025-01-04,Madhya Pradesh,Chhindwara,2353,6995
2025-01-04,Madhya Pradesh,Damoh,540,3880
2025-01-04,Madhya Pradesh,Dewas,236,2462
2025-01-04,Madhya Pradesh,Dhar,758,3372
2025-01-04,Madhya Pradesh,Dindori,1277,5845
2025-01-04,Madhya Pradesh,Guna,452,3358
2025-01-04,Madhya Pradesh,Gwalior,241,1547
2025-01-04,Madhya Pradesh,Indore,2010,14843
2025-01-04,Madhya Pradesh,Jabalpur,304,2764
2025-01-04,Madhya Pradesh,Katni,766,5004
2025-01-04,Madhya Pradesh,Khargone,338,1622
2025-01-04,Madhya Pradesh,Mandla,1959,6138
2025-01-04,Madhya Pradesh,Mandsaur,562,1506
2025-01-04,Madhya Pradesh,Morena,1050,5570
2025-01-04,Madhya Pradesh,Narsinghpur,407,2627
2025-01-04,Madhya Pradesh,Neemuch,448,2520
2025-01-04,Madhya Pradesh,Raisen,715,3580
2025-01-04,Madhya Pradesh,Ratlam,676,4924
2025-01-04,Madhya Pradesh,Rewa,178,1332
2025-01-04,Madhya Pradesh,Sagar,368,2521
2025-01-04,Madhya Pradesh,Satna,1098,6018
2025-01-04,Madhya Pradesh,Sehore,506,1974
2025-01-04,Madhya Pradesh,Seoni,1374,5539
2025-01-04,Madhya Pradesh,Shahdol,132,553
2025-01-04,Madhya Pradesh,Singrauli,1584,7700
2025-01-04,Madhya Pradesh,Ujjain,1231,6260
2025-01-04,Madhya Pradesh,Umaria,127,560
2025-01-04,Madhya Pradesh,Vidisha,956,4084
2025-01-04,Maharashtra,Aurangabad,261,1965
2025-01-04,Maharashtra,Beed,464,4882
2025-01-04,Maharashtra,Buldhana,37,490
2025-01-04,Maharashtra,Chandrapur,31,410
2025-01-04,Maharashtra,Gadchiroli,117,724
2025-01-04,Maharashtra,Gondiya,194,948
2025-01-04,Maharashtra,Jalgaon,412,2440
2025-01-04,Maharashtra,Mumbai City,323,3059
2025-01-04,Maharashtra,Mumbai Suburban,559,4867
2025-01-04,Maharashtra,Nagpur,472,3964
2025-01-04,Maharashtra,Nandurbar,328,2510
2025-01-04,Maharashtra,Pune,1204,11232
2025-01-04,Maharashtra,Raigad,388,5384
2025-01-04,Maharashtra,Ratnagiri,17,157
2025-01-04,Maharashtra,Thane,1303,13294
2025-01-04,Mizoram,Kolasib,190,800
2025-01-04,Mizoram,Lawngtlai,62,744
2025-01-04,Mizoram,Serchhip,76,238
2025-01-04,Punjab,Ferozepur,18,288
2025-01-04,Punjab,Gurdaspur,204,3480
2025-01-04,Punjab,Hoshiarpur,92,1386
2025-01-04,Punjab,Ludhiana,616,6314
2025-01-04,Punjab,Patiala,748,9196
2025-01-04,Punjab,SAS Nagar (Mohali),215,2282
2025-01-04,Rajasthan,Ajmer,477,3459
2025-01-04,Rajasthan,Alwar,615,4825
2025-01-04,Rajasthan,Baran,195,1381
2025-01-04,Rajasthan,Barmer,633,3918
2025-01-04,Rajasthan,Bharatpur,327,2151
2025-01-04,Rajasthan,Bikaner,1215,8503
2025-01-04,Rajasthan,Bundi,32,525
2025-01-04,Rajasthan,Chittorgarh,196,1438
2025-01-04,Rajasthan,Churu,923,7064
2025-01-04,Rajasthan,Dausa,246,1738
2025-01-04,Rajasthan,Dholpur,454,2444
2025-01-04,Rajasthan,Ganganagar,126,1462
2025-01-04,Rajasthan,Hanumangarh,738,6126
2025-01-04,Rajasthan,Jaipur,3582,25430
2025-01-04,Rajasthan,Jaisalmer,216,2486
2025-01-04,Rajasthan,Jhalawar,76,588
2025-01-04,Rajasthan,Jhunjhunun,428,3553
2025-01-04,Rajasthan,Jodhpur,897,8142
2025-01-04,Rajasthan,Karauli,446,2434
2025-01-04,Rajasthan,Kota,1289,7988
2025-01-04,Rajasthan,Nagaur,814,6425
2025-01-04,Rajasthan,Pali,446,3002
2025-01-04,Rajasthan,Rajsamand,310,1266
2025-01-04,Rajasthan,Sawai Madhopur,46,232
2025-01-04,Rajasthan,Sikar,540,5050
2025-01-04,Rajasthan,Sirohi,240,2312
2025-01-04,Rajasthan,Tonk,892,5394
2025-01-04,Rajasthan,Udaipur,147,1479
2025-01-04,Tamil Nadu,Chennai,340,4182
2025-01-04,Tamil Nadu,Coimbatore,33,330
2025-01-04,Tamil Nadu,Erode,46,730
2025-01-04,Tamil Nadu,Kancheepuram,854,7778
2025-01-04,Tamil Nadu,Karur,214,1965
2025-01-04,Tamil Nadu,Madurai,380,2914
2025-01-04,Tamil Nadu,Namakkal,60,561
2025-01-04,Tamil Nadu,Sivaganga,29,354
2025-01-04,Tamil Nadu,Thanjavur,120,1148
2025-01-04,Tamil Nadu,Theni,100,1091
2025-01-04,Tamil Nadu,Tiruchirappalli,88,1464
2025-01-04,Tamil Nadu,Tirunelveli,85,439
2025-01-04,Tamil Nadu,Tiruppur,697,5624
2025-01-04,Tamil Nadu,Tiruvallur,792,7607
2025-01-04,Tamil Nadu,Tiruvannamalai,78,616
2025-01-04,Tamil Nadu,Vellore,210,1761
2025-01-04,Telangana,Adilabad,368,2310
2025-01-04,Telangana,Hyderabad,1890,13025
2025-01-04,Telangana,K.v. Rangareddy,655,4011
2025-01-04,Telangana,Nizamabad,244,1293
2025-01-04,Telangana,Sangareddy,115,581
2025-01-04,Telangana,Suryapet,95,811
2025-01-04,Telangana,Vikarabad,250,1386
2025-01-04,Uttar Pradesh,Aligarh,1954,18794
2025-01-04,Uttar Pradesh,Baghpat,732,4722
2025-01-04,Uttar Pradesh,Bareilly,1154,9929
2025-01-04,Uttar Pradesh,Bijnor,760,6940
2025-01-04,Uttar Pradesh,Budaun,1064,9998
2025-01-04,Uttar Pradesh,Bulandshahr,1630,12498
2025-01-04,Uttar Pradesh,Etawah,624,4268
2025-01-04,Uttar Pradesh,Firozabad,651,8545
2025-01-04,Uttar Pradesh,Gautam Buddha Nagar,1402,11160
2025-01-04,Uttar Pradesh,Ghaziabad,2722,24160
2025-01-04,Uttar Pradesh,Hardoi,360,2961
2025-01-04,Uttar Pradesh,Kanpur Nagar,366,4562
2025-01-04,Uttar Pradesh,Lucknow,489,4100
2025-01-04,Uttar Pradesh,Meerut,206,1955
2025-01-04,Uttar Pradesh,Muzaffarnagar,477,3116
2025-01-04,Uttar Pradesh,Pilibhit,944,10402
2025-01-04,Uttar Pradesh,Rampur,756,5993
2025-01-04,Uttar Pradesh,Saharanpur,1506,13080
2025-01-04,Uttar Pradesh,Shamli,644,5240
2025-01-04,Uttarakhand,Champawat,86,649
2025-01-04,Uttarakhand,Dehradun,492,4348
2025-01-04,Uttarakhand,Haridwar,296,2284
2025-01-04,Uttarakhand,Nainital,1182,6332
2025-01-04,Uttarakhand,Pauri Garhwal,91,999
2025-01-04,Uttarakhand,Udham Singh Nagar,2281,15108
2025-01-04,Uttarakhand,Uttarkashi,98,756
